,car_type,bat_cap,location,netto_charging_capacity,SoC_start,SoC_end,chargingdemand,charge_time,park_start,park_end,drive_start,drive_end,consumption
0,bev_mini,30,6_home,0.0,0.0,1.0,0.0,24,1,24,0,0,0.0
1,bev_mini,30,driving,0.0,1.0,0.8603773212121213,0.0,0,0,0,25,28,4.1886803636363625
2,bev_mini,30,0_work,0.0,0.8603773212121213,0.8603773212121213,0.0,0,29,68,0,0,0.0
3,bev_mini,30,driving,0.0,0.8603773212121213,0.844734503939394,0.0,0,0,0,69,70,0.46928451818181827
4,bev_mini,30,4_private/ridesharing,0.0,0.844734503939394,0.844734503939394,0.0,0,71,115,0,0,0.0
5,bev_mini,30,driving,0.0,0.844734503939394,0.7619507009090909,0.0,0,0,0,116,118,2.483514090909091
6,bev_mini,30,0_work,0.0,0.7619507009090909,0.7619507009090909,0.0,0,119,158,0,0,0.0
7,bev_mini,30,driving,0.0,0.7619507009090909,0.7026808842424243,0.0,0,0,0,159,163,1.7780945000000001
8,bev_mini,30,3_shopping,0.0,0.7026808842424243,0.7026808842424243,0.0,0,164,168,0,0,0.0
9,bev_mini,30,driving,0.0,0.7026808842424243,0.6639013721212121,0.0,0,0,0,169,170,1.1633853636363638
10,bev_mini,30,0_work,0.0,0.6639013721212121,0.6639013721212121,0.0,0,171,215,0,0,0.0
11,bev_mini,30,driving,0.0,0.6639013721212121,0.6114801603030303,0.0,0,0,0,216,218,1.5726363545454547
12,bev_mini,30,4_private/ridesharing,0.0,0.6114801603030303,0.6114801603030303,0.0,0,219,232,0,0,0.0
13,bev_mini,30,driving,0.0,0.6114801603030303,0.6022996390909091,0.0,0,0,0,233,234,0.27541563636363636
14,bev_mini,30,3_shopping,11.0,0.6022996390909091,0.6022996390909091,0.0,0,235,254,0,0,0.0
15,bev_mini,30,driving,0.0,0.6022996390909091,0.5852422681818182,0.0,0,0,0,255,257,0.5117211272727273
16,bev_mini,30,4_private/ridesharing,0.0,0.5852422681818182,0.5852422681818182,0.0,0,258,260,0,0,0.0
17,bev_mini,30,driving,0.0,0.5852422681818182,0.4870562463636364,0.0,0,0,0,261,263,2.9455806545454544
18,bev_mini,30,6_home,11.0,0.4870562463636364,1.0,15.388312609090907,25,264,304,0,0,0.0
