,car_type,bat_cap,location,netto_charging_capacity,SoC_start,SoC_end,chargingdemand,charge_time,park_start,park_end,drive_start,drive_end,consumption
0,bev_mini,30,6_home,0.0,0.0,1.0,0.0,24,1,24,0,0,0.0
1,bev_mini,30,driving,0.0,1.0,0.9428853666666667,0.0,0,0,0,25,28,1.713439
2,bev_mini,30,0_work,0.0,0.9428853666666667,0.9428853666666667,0.0,0,29,40,0,0,0.0
3,bev_mini,30,driving,0.0,0.9428853666666667,0.8991988863636363,0.0,0,0,0,41,43,1.310594409090909
4,bev_mini,30,3_shopping,0.0,0.8991988863636363,0.8991988863636363,0.0,0,44,49,0,0,0.0
5,bev_mini,30,driving,0.0,0.8991988863636363,0.8219156196969697,0.0,0,0,0,50,52,2.318498
6,bev_mini,30,0_work,0.0,0.8219156196969697,0.8219156196969697,0.0,0,53,58,0,0,0.0
7,bev_mini,30,driving,0.0,0.8219156196969697,0.7817175003030303,0.0,0,0,0,59,61,1.2059435818181818
8,bev_mini,30,1_business,0.0,0.7817175003030303,0.7817175003030303,0.0,0,62,84,0,0,0.0
9,bev_mini,30,driving,0.0,0.7817175003030303,0.7665186251515151,0.0,0,0,0,85,86,0.4559662545454546
10,bev_mini,30,6_home,11.0,0.7665186251515151,1.0,7.0044412454545455,10,87,117,0,0,0.0
11,bev_mini,30,driving,0.0,1.0,0.9538864393939394,0.0,0,0,0,118,119,1.3834068181818184
12,bev_mini,30,0_work,0.0,0.9538864393939394,0.9538864393939394,0.0,0,120,144,0,0,0.0
13,bev_mini,30,driving,0.0,0.9538864393939394,0.7387639836363635,0.0,0,0,0,145,154,6.453673672727273
14,bev_mini,30,6_home,11.0,0.7387639836363635,1.0,7.837080490909094,25,155,186,0,0,0.0
15,bev_mini,30,driving,0.0,1.0,0.9877047418181818,0.0,0,0,0,187,188,0.3688577454545455
16,bev_mini,30,5_leisure,0.0,0.9877047418181818,0.9877047418181818,0.0,0,189,218,0,0,0.0
17,bev_mini,30,driving,0.0,0.9877047418181818,0.8737512327272727,0.0,0,0,0,219,222,3.4186052727272727
18,bev_mini,30,0_work,0.0,0.8737512327272727,0.8737512327272727,0.0,0,223,247,0,0,0.0
