,car_type,bat_cap,location,netto_charging_capacity,SoC_start,SoC_end,chargingdemand,charge_time,park_start,park_end,drive_start,drive_end,consumption
0,bev_medium,65,6_home,3.7,0.0,1.0,0.0,24,1,24,0,0,0.0
1,bev_medium,65,driving,0.0,1.0,0.9935942265734266,0.0,0,0,0,25,26,0.41637527272727276
2,bev_medium,65,0_work,11.0,0.9935942265734266,0.9935942265734266,0.0,0,27,57,0,0,0.0
3,bev_medium,65,driving,0.0,0.9935942265734266,0.7518981012587412,0.0,0,0,0,58,75,15.710248145454544
4,bev_medium,65,5_leisure,22.0,0.7518981012587412,1.0,16.12662341818182,5,76,84,0,0,0.0
5,bev_medium,65,driving,0.0,1.0,0.9763670288111889,0.0,0,0,0,85,86,1.5361431272727273
6,bev_medium,65,6_home,0.0,0.9763670288111889,0.9763670288111889,0.0,0,87,106,0,0,0.0
7,bev_medium,65,driving,0.0,0.9763670288111889,0.9283003882517483,0.0,0,0,0,107,109,3.1243316363636366
8,bev_medium,65,0_work,11.0,0.9283003882517483,1.0,4.660474763636359,3,110,124,0,0,0.0
9,bev_medium,65,driving,0.0,1.0,0.9941719272727273,0.0,0,0,0,125,126,0.37882472727272726
10,bev_medium,65,5_leisure,0.0,0.9941719272727273,0.9941719272727273,0.0,0,127,130,0,0,0.0
11,bev_medium,65,driving,0.0,0.9941719272727273,0.9756436654545455,0.0,0,0,0,131,133,1.2043370181818183
12,bev_medium,65,4_private/ridesharing,0.0,0.9756436654545455,0.9756436654545455,0.0,0,134,142,0,0,0.0
13,bev_medium,65,driving,0.0,0.9756436654545455,0.969164113006993,0.0,0,0,0,143,144,0.421170909090909
14,bev_medium,65,3_shopping,0.0,0.969164113006993,0.969164113006993,0.0,0,145,149,0,0,0.0
15,bev_medium,65,driving,0.0,0.969164113006993,0.9616018103496503,0.0,0,0,0,150,151,0.4915496727272728
16,bev_medium,65,6_home,0.0,0.9616018103496503,0.9616018103496503,0.0,0,152,218,0,0,0.0
17,bev_medium,65,driving,0.0,0.9616018103496503,0.8864556061538461,0.0,0,0,0,219,221,4.884503272727272
18,bev_medium,65,0_work,11.0,0.8864556061538461,1.0,7.380385600000003,47,222,268,0,0,0.0
19,bev_medium,65,driving,0.0,1.0,0.9506539591608392,0.0,0,0,0,269,276,3.2074926545454545
20,bev_medium,65,6_home,0.0,0.9506539591608392,0.9506539591608392,0.0,0,277,310,0,0,0.0
21,bev_medium,65,driving,0.0,0.9506539591608392,0.8546773213986014,0.0,0,0,0,311,315,6.238481454545455
22,bev_medium,65,0_work,11.0,0.8546773213986014,1.0,9.445974109090908,38,316,354,0,0,0.0
23,bev_medium,65,driving,0.0,1.0,0.9909912839160839,0.0,0,0,0,355,356,0.5855665454545453
24,bev_medium,65,3_shopping,22.0,0.9909912839160839,0.9909912839160839,0.0,0,357,359,0,0,0.0
25,bev_medium,65,driving,0.0,0.9909912839160839,0.9788912895104895,0.0,0,0,0,360,361,0.7864996363636364
26,bev_medium,65,4_private/ridesharing,22.0,0.9788912895104895,0.9788912895104895,0.0,0,362,364,0,0,0.0
27,bev_medium,65,driving,0.0,0.9788912895104895,0.9464702500699301,0.0,0,0,0,365,367,2.1073675636363634
28,bev_medium,65,5_leisure,0.0,0.9464702500699301,0.9464702500699301,0.0,0,368,376,0,0,0.0
29,bev_medium,65,driving,0.0,0.9464702500699301,0.9292655462937064,0.0,0,0,0,377,378,1.1183057454545453
30,bev_medium,65,6_home,0.0,0.9292655462937064,0.9292655462937064,0.0,0,379,406,0,0,0.0
31,bev_medium,65,driving,0.0,0.9292655462937064,0.9103615127272728,0.0,0,0,0,407,408,1.2287621818181815
32,bev_medium,65,0_work,11.0,0.9103615127272728,1.0,5.826501672727265,39,409,448,0,0,0.0
33,bev_medium,65,driving,0.0,1.0,0.9783558355244755,0.0,0,0,0,449,452,1.406870690909091
34,bev_medium,65,1_business,11.0,0.9783558355244755,0.9783558355244755,0.0,0,453,484,0,0,0.0
35,bev_medium,65,driving,0.0,0.9783558355244755,0.9461518411188811,0.0,0,0,0,485,490,2.0932596363636367
36,bev_medium,65,6_home,0.0,0.9461518411188811,0.9461518411188811,0.0,0,491,540,0,0,0.0
37,bev_medium,65,driving,0.0,0.9461518411188811,0.9345426886713286,0.0,0,0,0,541,542,0.7545949090909091
38,bev_medium,65,5_leisure,22.0,0.9345426886713286,0.9345426886713286,0.0,0,543,559,0,0,0.0
39,bev_medium,65,driving,0.0,0.9345426886713286,0.9119810953846154,0.0,0,0,0,560,561,1.4665035636363635
40,bev_medium,65,6_home,0.0,0.9119810953846154,0.9119810953846154,0.0,0,562,600,0,0,0.0
41,bev_medium,65,driving,0.0,0.9119810953846154,0.8726227602797203,0.0,0,0,0,601,603,2.5582917818181823
42,bev_medium,65,5_leisure,11.0,0.8726227602797203,0.8726227602797203,0.0,0,604,642,0,0,0.0
43,bev_medium,65,driving,0.0,0.8726227602797203,0.8605227658741259,0.0,0,0,0,643,644,0.7864996363636364
44,bev_medium,65,4_private/ridesharing,11.0,0.8605227658741259,0.8605227658741259,0.0,0,645,663,0,0,0.0
45,bev_medium,65,driving,0.0,0.8605227658741259,0.8283187714685315,0.0,0,0,0,664,666,2.0932596363636367
46,bev_medium,65,6_home,0.0,0.8283187714685315,0.8283187714685315,0.0,0,667,692,0,0,0.0
47,bev_medium,65,driving,0.0,0.8283187714685315,0.8135808246153846,0.0,0,0,0,693,694,0.9579665454545453
48,bev_medium,65,0_work,11.0,0.8135808246153846,1.0,12.1172464,31,695,728,0,0,0.0
49,bev_medium,65,driving,0.0,1.0,0.9305800503496503,0.0,0,0,0,729,732,4.5122967272727275
50,bev_medium,65,5_leisure,22.0,0.9305800503496503,0.9305800503496503,0.0,0,733,746,0,0,0.0
51,bev_medium,65,driving,0.0,0.9305800503496503,0.9168729890909091,0.0,0,0,0,747,748,0.8909589818181818
52,bev_medium,65,4_private/ridesharing,0.0,0.9168729890909091,0.9168729890909091,0.0,0,749,754,0,0,0.0
53,bev_medium,65,driving,0.0,0.9168729890909091,0.9071679306293706,0.0,0,0,0,755,756,0.6308288000000001
54,bev_medium,65,6_home,0.0,0.9071679306293706,0.9071679306293706,0.0,0,757,792,0,0,0.0
55,bev_medium,65,driving,0.0,0.9071679306293706,0.8945130271328672,0.0,0,0,0,793,794,0.8225687272727272
56,bev_medium,65,0_work,11.0,0.8945130271328672,1.0,6.856653236363633,38,795,832,0,0,0.0
57,bev_medium,65,driving,0.0,1.0,0.9398297779020979,0.0,0,0,0,833,839,3.9110644363636364
58,bev_medium,65,5_leisure,11.0,0.9398297779020979,0.9398297779020979,0.0,0,840,851,0,0,0.0
59,bev_medium,65,driving,0.0,0.9398297779020979,0.9301247194405594,0.0,0,0,0,852,853,0.6308288000000001
60,bev_medium,65,6_home,0.0,0.9301247194405594,0.9301247194405594,0.0,0,854,887,0,0,0.0
61,bev_medium,65,driving,0.0,0.9301247194405594,0.8858572285314685,0.0,0,0,0,888,890,2.877386909090909
62,bev_medium,65,2_school,11.0,0.8858572285314685,0.8858572285314685,0.0,0,891,908,0,0,0.0
63,bev_medium,65,driving,0.0,0.8858572285314685,0.8448300307692308,0.0,0,0,0,909,916,2.6667678545454545
64,bev_medium,65,4_private/ridesharing,0.0,0.8448300307692308,0.8448300307692308,0.0,0,917,919,0,0,0.0
65,bev_medium,65,driving,0.0,0.8448300307692308,0.8319108386013986,0.0,0,0,0,920,922,0.8397474909090908
66,bev_medium,65,6_home,0.0,0.8319108386013986,0.8319108386013986,0.0,0,923,930,0,0,0.0
67,bev_medium,65,driving,0.0,0.8319108386013986,0.8246320447552448,0.0,0,0,0,931,932,0.47312160000000014
68,bev_medium,65,4_private/ridesharing,0.0,0.8246320447552448,0.8246320447552448,0.0,0,933,942,0,0,0.0
69,bev_medium,65,driving,0.0,0.8246320447552448,0.8037731647552447,0.0,0,0,0,943,945,1.3558272
70,bev_medium,65,5_leisure,0.0,0.8037731647552447,0.8037731647552447,0.0,0,946,954,0,0,0.0
71,bev_medium,65,driving,0.0,0.8037731647552447,0.796210862097902,0.0,0,0,0,955,956,0.4915496727272728
72,bev_medium,65,6_home,0.0,0.796210862097902,0.796210862097902,0.0,0,957,988,0,0,0.0
73,bev_medium,65,driving,0.0,0.796210862097902,0.7873250013986013,0.0,0,0,0,989,990,0.5775809454545455
74,bev_medium,65,4_private/ridesharing,0.0,0.7873250013986013,0.7873250013986013,0.0,0,991,997,0,0,0.0
75,bev_medium,65,driving,0.0,0.7873250013986013,0.7475905342657342,0.0,0,0,0,998,999,2.5827403636363635
76,bev_medium,65,0_work,11.0,0.7475905342657342,1.0,16.40661527272728,13,1000,1012,0,0,0.0
77,bev_medium,65,driving,0.0,1.0,0.9821392111888112,0.0,0,0,0,1013,1014,1.1609512727272728
78,bev_medium,65,3_shopping,11.0,0.9821392111888112,0.9821392111888112,0.0,0,1015,1018,0,0,0.0
79,bev_medium,65,driving,0.0,0.9821392111888112,0.9531650148251748,0.0,0,0,0,1019,1020,1.8833227636363643
80,bev_medium,65,4_private/ridesharing,22.0,0.9531650148251748,0.9531650148251748,0.0,0,1021,1028,0,0,0.0
81,bev_medium,65,driving,0.0,0.9531650148251748,0.9466740900699301,0.0,0,0,0,1029,1030,0.42191010909090915
82,bev_medium,65,6_home,0.0,0.9466740900699301,0.9466740900699301,0.0,0,1031,1078,0,0,0.0
83,bev_medium,65,driving,0.0,0.9466740900699301,0.9152717963636364,0.0,0,0,0,1079,1081,2.041149090909091
84,bev_medium,65,0_work,11.0,0.9152717963636364,1.0,5.507333236363633,49,1082,1130,0,0,0.0
85,bev_medium,65,driving,0.0,1.0,0.8544164475524476,0.0,0,0,0,1131,1143,9.462930909090908
86,bev_medium,65,3_shopping,22.0,0.8544164475524476,0.8544164475524476,0.0,0,1144,1179,0,0,0.0
87,bev_medium,65,driving,0.0,0.8544164475524476,0.8414972553846154,0.0,0,0,0,1180,1182,0.8397474909090908
88,bev_medium,65,6_home,0.0,0.8414972553846154,0.8414972553846154,0.0,0,1183,1188,0,0,0.0
89,bev_medium,65,driving,0.0,0.8414972553846154,0.8173442595804196,0.0,0,0,0,1189,1191,1.5699447272727272
90,bev_medium,65,4_private/ridesharing,0.0,0.8173442595804196,0.8173442595804196,0.0,0,1192,1200,0,0,0.0
91,bev_medium,65,driving,0.0,0.8173442595804196,0.8065678232167832,0.0,0,0,0,1201,1202,0.7004683636363638
92,bev_medium,65,6_home,0.0,0.8065678232167832,0.8065678232167832,0.0,0,1203,1283,0,0,0.0
93,bev_medium,65,driving,0.0,0.8065678232167832,0.8007397504895105,0.0,0,0,0,1284,1285,0.37882472727272726
94,bev_medium,65,5_leisure,0.0,0.8007397504895105,0.8007397504895105,0.0,0,1286,1344,0,0,0.0
