,car_type,bat_cap,location,netto_charging_capacity,SoC_start,SoC_end,chargingdemand,charge_time,park_start,park_end,drive_start,drive_end,consumption
0,bev_mini,30,6_home,11.0,0.0,1.0,0.0,25,1,25,0,0,0.0
1,bev_mini,30,driving,0.0,1.0,0.9588952172727273,0.0,0,0,0,26,28,1.2331434818181817
2,bev_mini,30,4_private/ridesharing,0.0,0.9588952172727273,0.9588952172727273,0.0,0,29,33,0,0,0.0
3,bev_mini,30,driving,0.0,0.9588952172727273,0.9441492187878788,0.0,0,0,0,34,35,0.4423799545454545
4,bev_mini,30,3_shopping,0.0,0.9441492187878788,0.9441492187878788,0.0,0,36,45,0,0,0.0
5,bev_mini,30,driving,0.0,0.9441492187878788,0.8874843460606061,0.0,0,0,0,46,49,1.6999461818181822
6,bev_mini,30,4_private/ridesharing,0.0,0.8874843460606061,0.8874843460606061,0.0,0,50,56,0,0,0.0
7,bev_mini,30,driving,0.0,0.8874843460606061,0.8527994478787879,0.0,0,0,0,57,58,1.0405469454545455
8,bev_mini,30,5_leisure,0.0,0.8527994478787879,0.8527994478787879,0.0,0,59,68,0,0,0.0
9,bev_mini,30,driving,0.0,0.8527994478787879,0.8209828145454546,0.0,0,0,0,69,70,0.954499
10,bev_mini,30,1_business,0.0,0.8209828145454546,0.8209828145454546,0.0,0,71,72,0,0,0.0
11,bev_mini,30,driving,0.0,0.8209828145454546,0.7774928666666667,0.0,0,0,0,73,75,1.3046984363636365
12,bev_mini,30,6_home,0.0,0.7774928666666667,0.7774928666666667,0.0,0,76,126,0,0,0.0
13,bev_mini,30,driving,0.0,0.7774928666666667,0.6653728696969697,0.0,0,0,0,127,129,3.3635999090909094
14,bev_mini,30,0_work,0.0,0.6653728696969697,0.6653728696969697,0.0,0,130,167,0,0,0.0
15,bev_mini,30,driving,0.0,0.6653728696969697,0.4370479133333333,0.0,0,0,0,168,175,6.8497486909090926
16,bev_mini,30,6_home,0.0,0.4370479133333333,0.4370479133333333,0.0,0,176,214,0,0,0.0
17,bev_mini,30,driving,0.0,0.4370479133333333,0.334095476969697,0.0,0,0,0,215,220,3.0885730909090907
18,bev_mini,30,0_work,0.0,0.334095476969697,0.334095476969697,0.0,0,221,239,0,0,0.0
